Height,Weight,Gender,Ethnicity,Salary
179.60885474000332,86.37572752728302,0.0,Other White,12414.221407330377
168.1168820760281,94.97395933676395,0.0,Irish,22847.146510838455
180.1804128490736,68.87720693486598,0.0,Irish,35712.149933727334
175.78649911001068,92.29864687416855,0.0,Irish,61638.105215754695
187.58389420221351,97.86407059001866,0.0,Irish,32564.474101954504
185.73508264539774,87.41047488924072,0.0,Irish,9206.057113534853
160.02100193795658,82.09785808692442,0.0,Irish,36548.02127939206
179.29191810219118,94.85833453373566,0.0,Unspecified,28280.21096508227
167.67772750333418,108.78614727615468,0.0,Irish,143906.4899757238
186.76746599473967,91.24868934186705,0.0,Irish,21698.538821448088
180.17674108389477,77.99322336834743,0.0,Irish,5785.0200187667515
182.83883816530897,103.65804787919451,0.0,Unspecified,7746.373564050814
171.5441268983769,70.41452519611636,0.0,Irish,93915.71958940815
191.7990116659685,94.23204855331778,0.0,Irish,12834.200399484014
193.14051357005312,83.38045350839465,0.0,Irish,2685.26309716772
171.5466027016165,98.50598431089111,0.0,Irish,12323.956062479398
181.6097058530642,80.7052563217698,0.0,Irish,22026.79839323528
174.2868830012687,102.43847805852774,0.0,Irish,72318.16913182096
178.83501044197487,92.20273090420461,0.0,Irish,7986.691416077579
170.14054114542805,71.93159368560225,0.0,Unspecified,42902.41194809842
192.07001860206432,69.46186971795217,0.0,Irish,48790.90002727002
172.21574342242133,86.0390448733504,0.0,Irish,10944.711950208937
176.92741329501754,102.14211628410595,0.0,Irish,18258.94351667968
182.51038051777365,90.47030035243381,0.0,Irish,129243.07807587874
174.4670752510871,89.87120702503803,0.0,Irish,123067.06711190575
177.3248129918739,86.84096166332337,0.0,Irish,51819.510344033166
175.05452107501125,96.5790016992801,0.0,Irish,30697.80275490332
178.06577471614594,92.97326796694891,0.0,Irish,68755.33558064628
170.80620155429787,92.0034587364227,0.0,Irish,19135.924559039937
175.9340834707839,79.35277058642092,0.0,Other White,20028.407791289443
177.5517495270143,101.07853308356984,0.0,Irish,9317.408960263574
176.66391797337104,102.83080412725391,0.0,Other White,22149.34900324607
179.39682968425657,76.18646479775015,0.0,Irish,20292.027929928765
176.94828446450296,112.21495132844956,0.0,Other White,352791.2027787037
184.27247985907567,96.42506589753498,0.0,Irish,18163.27240109245
176.7376285194992,84.3199400361853,0.0,Irish,78497.18082069457
178.04345282592882,70.15644093856469,0.0,Irish,82495.35555155914
174.34653064802905,95.7684641803029,0.0,Other White,18279.240538022135
175.31439611919333,94.77511373399325,0.0,Irish,70926.34280900318
170.148550464262,83.24368175669875,0.0,Irish,2497.8517726519835
182.63149444614575,71.29446733015578,0.0,Irish,24219.83452342265
171.00237387643256,100.44476757884188,0.0,Irish,51909.72335392004
173.77900521268174,83.31681046906313,0.0,Irish,2002.4660546673958
181.51471256407842,84.48254924760336,0.0,Irish,6910.717882570157
181.81801356161174,117.65645074509527,0.0,Irish,63327.4154201063
176.1991967429645,110.47972196949782,0.0,Irish,17034.385063276
164.8651393265784,98.73736731493102,0.0,Irish,7345.192570583823
181.94359301106903,84.64578976134187,0.0,Irish,15159.828272780947
180.8169442122444,95.69461273978432,0.0,Irish,12802.70420443311
169.11333149169758,66.38530222712151,0.0,Irish,45453.60040660881
184.39225457956147,90.26532701577527,0.0,Irish,34678.87113461322
174.092301396966,81.60181718217689,0.0,Irish,16643.443942259946
171.1166831869269,76.34394856335341,0.0,other,11323.747116836144
179.6701149767498,73.37195535762123,0.0,Irish,20871.17576615694
177.7507069802055,94.45141597875119,0.0,Unspecified,82880.56937528234
180.41836800693804,90.09300373313407,0.0,Irish,31226.616796926613
167.75976359172893,90.79723664000151,0.0,Irish,41728.74895574151
191.6856108139066,97.62376055256588,0.0,Irish,18945.437243118122
174.7813896981939,80.73916231334634,0.0,Irish,6052.240117957362
168.22238484052514,76.84415545531088,0.0,Irish,10820.053148104722
183.33189531997004,71.43634615081757,0.0,Other White,42244.80074391501
176.51637108929177,85.84803426073306,0.0,Irish,24421.425068645767
181.27400940041034,96.80156208552485,0.0,Other White,8920.971490843789
176.62274098562472,87.70576474723953,0.0,Irish,4368.301651270929
178.58181747664057,95.61128190351732,0.0,Irish,24604.432788736394
180.72040990617043,77.38946286395185,0.0,other,15685.13913718678
173.7734298121197,84.50878668128286,0.0,Irish,15513.560344689651
183.7511771710169,81.54063318618658,0.0,Irish,15844.061535000954
175.7106993064432,76.71622189764308,0.0,Irish,29257.906197395267
172.9121899908067,107.79473537260907,0.0,Other White,29567.99262312173
179.53922695275753,97.72140772267801,0.0,Irish,57649.021372068586
182.11528894943729,81.5819944772286,0.0,Irish,55738.23192210198
177.39644460866953,81.53982791810232,0.0,Irish,83457.52347373895
172.96236149044307,88.62803146194815,0.0,Irish,49333.717774891324
183.33849896416044,74.77946097231424,0.0,Irish,15746.792404760576
166.67769845514056,93.55827165884436,0.0,Irish,20862.96911499127
171.78395104775126,76.2576122483672,0.0,Irish,36106.027416553734
179.27666023373368,85.49567025129097,0.0,Irish,16150.523290244173
169.47258421186453,78.95177375872036,0.0,Irish,38156.01839176077
179.19595984974418,84.4015171026517,0.0,Irish,69815.37083164396
178.61595817387075,75.88842819435015,0.0,Irish,9884.80481695976
185.2911785220072,73.47177972973661,0.0,Irish,3750.3931338147045
172.59646753730695,79.53859122273141,0.0,Irish,72667.89490273989
174.6186543345085,82.39990142329998,0.0,Irish,22421.1482407553
181.332271792907,86.25110570297372,0.0,Other White,44742.084398679384
161.79705486855934,89.88983632140851,0.0,Irish,5812.084977431341
200.70029609240208,104.46896109846394,0.0,Irish,124616.03395434083
174.10944488676762,97.32251830561918,0.0,Irish,46102.38160981676
173.8911546309211,86.67100798313575,0.0,Unspecified,19417.41895181017
185.027892576326,96.45918334736925,0.0,Other White,15490.960840173217
178.72117710995022,82.3110273545915,0.0,Irish,24683.638160248716
166.54399966907485,103.68491386616945,0.0,Unspecified,18643.79495333454
183.3884916606483,94.6947696244091,0.0,Unspecified,16669.06478941275
184.98764483799445,75.64160665328451,0.0,Irish,7189.666203078136
175.85037608566842,96.75385523473682,0.0,Irish,77871.0427135366
177.02879749195583,97.36092352617783,0.0,Other White,21171.73498014435
182.40189218081574,62.34404710347568,0.0,Irish,23733.329266808472
172.63853825059886,81.71905045748868,0.0,Other White,24171.172633648977
182.06871994944837,84.46177480381539,0.0,Irish,2083.45460602079
180.39508957311148,69.91487748199773,0.0,Irish,37314.65627665609
174.27547168956858,78.52822507687378,0.0,Irish,15848.73664794857
169.2552868833171,79.71641811807159,0.0,Irish,16494.32292292982
177.4207591846724,94.27095805365745,0.0,Irish,23618.554094547675
172.87204419217883,92.20463177730515,0.0,Irish,8329.214180791916
186.00987157976115,115.46173828618595,0.0,Irish,51194.16347944854
180.00859757949945,85.25740596615886,0.0,Irish,10983.345688826354
184.47459165791926,100.73230993841129,0.0,Irish,8922.593596827139
179.94235354741122,89.98846475380564,0.0,Irish,9300.378702559701
180.8403078195952,91.90925778970748,0.0,Irish,25816.076451825484
173.51900757938733,77.6037018271382,0.0,Irish,46433.6399458428
183.676331986005,70.09100222057549,0.0,Black,12148.327250731594
191.49288792014917,81.52851774182794,0.0,Irish,4864.957818028184
176.8321871113772,96.8216857171331,0.0,Irish travelers,63735.09891275473
174.85057830600095,105.02805612025466,0.0,Other White,7592.501579519017
177.89514308466752,95.23991050865283,0.0,Irish,72753.35992693284
175.63103801479213,94.182809098432,0.0,Irish,20862.40726749499
174.08964490942523,80.8123314602564,0.0,Irish,10956.082998510677
179.96735550777717,104.54293845315934,0.0,Irish,11613.92456652856
176.96357726864937,102.63806320396853,0.0,Irish travelers,34956.72593687038
189.0721151568986,83.89167512830862,0.0,Irish,53603.61533139373
179.00141150068586,88.73629330806126,0.0,Irish,18066.772784420253
181.26738384342,79.23948076535214,0.0,other,56779.71339485348
185.6641530759986,103.87206885383878,0.0,Irish,177544.7924096519
176.8947090324682,93.26354169029817,0.0,Irish,17884.53505053694
189.05715578062257,88.24935330839628,0.0,Irish,6978.249377400462
174.57114051235922,93.26900000422897,0.0,Irish,7674.048965361395
173.34170608679713,93.60622290368525,0.0,Irish,5484.409145334224
176.43613086804822,85.08503296597145,0.0,Irish,11618.274774839729
178.19697825623004,76.78434814257054,0.0,Irish,10680.989553756937
169.19077259930663,76.36254631285102,0.0,Irish,5854.094857707866
178.75433651109807,71.81633486888495,0.0,Irish,37428.37010178459
167.32759386692405,93.8125302049683,0.0,Irish,1617.5387697588562
188.7449688038185,111.38541838634008,0.0,Other White,5879.347282226203
178.43302134014615,72.20930702363452,0.0,Irish,165256.12237306975
174.50629592712818,90.5828745882489,0.0,Irish,62180.85466068837
172.641633172015,93.30983942606086,0.0,Other White,37152.698421277004
176.30898668054263,79.35374322738502,0.0,Irish,34796.046707673406
177.438443720987,91.24425802067391,0.0,Irish,129435.39726121261
171.68842324072048,78.23063101081621,0.0,Irish,37632.73778361076
172.56143434324017,101.20402118988126,0.0,Irish,23803.24243695965
177.68977496456924,83.25750943688433,0.0,Irish,6437.141404180169
175.3545137654305,90.20560383491267,0.0,Irish,20462.17180442427
185.57449172574826,96.0424158499454,0.0,Irish,10573.604168553607
186.9650926197187,84.90180630807686,0.0,Asian,10870.682059348994
179.11214842519922,71.28769177158955,0.0,Irish,10783.377064205431
182.3151970043817,83.88744341064557,0.0,Irish,21064.68320362282
169.65368138462415,96.8299526764641,0.0,Irish,15839.928956009122
183.4619239660283,88.35467342706576,0.0,Irish,52633.62804707678
178.78591571340715,91.49789183963959,0.0,Other White,5847.7868832231725
182.39267821165586,78.39598193095047,0.0,Irish,18592.802143216937
190.20249292115562,90.63222910815543,0.0,Irish,141421.135787651
163.03399570558946,96.48166989918818,0.0,Irish,22900.117881548984
180.826637253374,89.56448020490619,0.0,Irish,73029.2424516517
171.30616655782495,108.28014590320117,0.0,Irish,68655.97871472155
183.1453768398314,87.12206421739461,0.0,Irish,82178.40390731847
169.80680593800074,78.78649763662665,0.0,Irish,46079.30300635555
175.53220303097206,73.02340757653893,0.0,Irish,5538.915313292276
180.41913629032263,100.72005891192684,0.0,Irish,16858.534300112504
183.2945657050476,88.60981756203508,0.0,Irish,15057.995890993288
179.523558625356,99.31621779862441,0.0,Irish,4680.427335121867
173.4501834270853,93.77668918772086,0.0,Irish,13851.078502839327
175.12527447599214,105.45084290575797,0.0,Irish,6310.184313570065
185.19152023874565,101.86107362761132,0.0,other,4164.904203518032
178.96150269019424,85.4244543783167,0.0,Other White,27197.93299488703
167.2132992221126,91.93884900914193,0.0,Irish,21086.93065994959
184.90563895788785,100.05371992673057,0.0,Irish,11072.115288546087
181.91373935799433,76.8392485594465,0.0,Irish,8513.544436554357
185.11390881676363,103.70895975060812,0.0,Irish,12819.549095874598
176.64360773536322,101.31993342312222,0.0,Irish,14852.294300184643
184.79709562898626,99.02925863311438,0.0,Irish,14645.51929389474
171.57254555998827,87.19067839083003,0.0,Other White,20895.56578553482
182.9899986760582,92.22141039742934,0.0,Irish,14249.246769784568
175.5673378326036,78.02760759097795,0.0,Irish,32434.306440859636
183.72046193444103,89.77954173835454,0.0,Irish,37155.641458654514
186.03950881491474,83.32620478560578,0.0,Irish,31503.99611773473
173.8480689359403,90.06563965342411,0.0,Irish,11349.131333350631
178.6413936435088,84.25373737199023,0.0,Irish,11890.485878524792
179.27268238519198,92.03803511919219,0.0,Irish,34025.45171724102
187.32765372488439,100.99332176334975,0.0,Irish,18087.153638248412
183.97390663958848,76.10396816085348,0.0,Irish,21096.20174965578
170.4650571919268,98.45390875523911,0.0,Irish,1822.5734223603333
182.2032578249599,69.28187430482494,0.0,Unspecified,1480.1460141685675
184.21562446565397,67.5896664947285,0.0,Irish,30857.903632646146
193.8666412714942,88.00631323601908,0.0,Irish,30624.592950631806
167.24595632272064,89.26729381639105,0.0,Irish,88736.96927111314
175.24553390046205,93.62800853645861,0.0,Irish,45304.5668065217
188.33359831661136,72.72614729832554,0.0,Irish,27494.432267823875
169.51450790975315,88.60061357254843,0.0,Irish,22389.8375946318
170.6037759125269,90.46524697227626,0.0,Irish,5288.33944898456
182.6195753676621,101.75204983171173,0.0,Irish,53272.519183030905
186.1288606261515,88.16160414493429,0.0,Irish,12045.109243564044
174.31923658837113,94.48991748321458,0.0,Irish,36405.839063173895
182.78089020604443,79.42574449671469,0.0,Irish,26904.30649259695
179.81868688600963,87.32445366199906,0.0,Irish,28914.457853643515
189.63124323813113,84.74464678861513,0.0,Irish,53780.98341505137
178.98937092203883,96.2330437866158,0.0,Asian,13495.801121649643
185.93173118377646,79.31180722656786,0.0,Irish,14954.459346389884
172.67817498480014,80.85677542869985,0.0,Other White,9359.419297185788
177.70584805376583,94.95988168546958,0.0,Irish travelers,15106.010297387631
178.32306882366726,107.0943666215631,0.0,Irish,116534.27492132368
186.97375563239657,93.02703330529529,0.0,Irish,15316.429172316646
183.05729127664318,92.23560293428437,0.0,Irish travelers,72086.08524406736
173.737728080945,85.73857606412076,0.0,Irish,50312.63079160019
183.77377434575953,100.08425228895354,0.0,Other White,45673.87688123014
184.3944189349933,94.59916956656818,0.0,Irish,49168.82862062896
178.21847994376387,106.5319271936127,0.0,Irish,7988.221674607585
177.19636379477734,92.50711510344905,0.0,Other White,31998.607937593835
177.6433772820421,79.71323082222301,0.0,Irish travelers,107840.88120075654
167.13505315807782,83.5005849917724,0.0,Irish,10984.100133030033
180.32120105687233,79.32595446914421,0.0,Irish,21012.92312657203
180.64204550459095,76.69179107089636,0.0,Irish,11057.24162347763
172.94130033368708,101.83717426531696,0.0,Irish,30242.74231534407
184.19712374912547,97.27336908098253,0.0,Irish,7491.092058859933
169.38923144923461,76.81355624190853,0.0,Irish,110158.9712038519
175.1373102502493,107.01320682890344,0.0,Black,15110.803205089087
175.67346651705913,91.645607261661,0.0,Irish,4709.506610903499
192.91256882392244,79.63108011399628,0.0,Irish,132030.8532256431
167.80571155719483,93.06221941439662,0.0,Irish,58134.98393719652
182.93841178644382,88.50805744645069,0.0,other,36994.017205772965
185.59486294312273,81.47345245843437,0.0,Irish,37518.42945895866
181.64407894827906,69.77065707577373,0.0,Other White,15401.219786602289
187.27265561047372,89.56719904424533,0.0,Irish,17618.49356739729
171.98083619011504,92.11995847901413,0.0,Irish,45434.14663422204
163.0381897838147,63.40922619467219,0.0,Asian,55139.68422140608
184.36772522279185,94.74907329163264,0.0,Irish,55972.31111946334
170.62920284730237,95.37633315273624,0.0,Unspecified,27242.97546095615
176.71520086417846,84.50204392599225,0.0,Irish,13816.404636050933
170.74807801802655,90.32123054911438,0.0,Unspecified,18177.00605674758
186.36639299864672,86.39341837711055,0.0,Other White,66809.44298030315
185.05605164407194,80.82897434096769,0.0,Irish,92959.39974727217
173.95955436665105,85.59945019510879,0.0,Other White,15657.222794469488
185.3244429122676,102.71603834674764,0.0,Irish,13666.406188457528
179.84894081523802,74.69382912569333,0.0,Irish,76691.76919649546
178.02427818608177,91.57192280759995,0.0,Irish,45417.329721961156
179.40191663429655,91.04117755614256,0.0,Irish,44234.406375052735
177.58075448105032,82.12369695953218,0.0,Irish,5929.329029138069
183.30503684667678,84.79660794388398,0.0,Irish,15157.376021065415
181.17243299310158,75.19586596156262,0.0,Irish,13160.88524923456
176.55372997496323,80.68037810474564,0.0,Irish,27116.689310872265
186.0437902207089,89.34951829987136,0.0,Irish,4084.9224387389922
174.71967069665322,92.46715903381325,0.0,Irish,78570.59571717062
181.00853550147215,80.21623197663324,0.0,Irish,29736.537732055473
181.9550875987662,119.76342448576573,0.0,Irish,34024.53038883426
189.35164941885571,83.49655450239455,0.0,Irish,6740.299392116471
175.46191045655723,90.47330004088607,0.0,Irish,21452.13876333325
191.20157712417284,86.89419918863389,0.0,Irish,83671.21480244196
180.23315466135696,85.2022021534931,0.0,Irish,4583.895207045403
177.64216162543198,102.21068922967908,0.0,Irish,29904.613866109456
